company_name,company_website,contact_email,contact_phone,contact_place_street,contact_place_city,contact_place_state,contact_place_country,contact_place_postal_code,social_links
lefpr.com.br,https://lefpr.com.br,comercial@lefpr.com.br,+551145504000 | +5511963963684,"R. Bandeira Paulista, 530",São Paulo,SP,Brazil,04532-001,"https://www.instagram.com/lefproperties/ | https://www.youtube.com/ | https://www.facebook.com/lefproperties/?ref=bookmarks | https://web.whatsapp.com/send?phone=5511963963684&amp;?&text=Oi, estou visitando o site: https://lefpr.com.br/imovel/comercial-a-venda-sao-paulo-pinheiros-444m2/PR28569 e gostaria de falar com um corretor. | https://www.google.com/maps/place/R.+Bandeira+Paulista,+530+-+Itaim+Bibi,+S%C3%A3o+Paulo+-+SP,+04532-000/@-23.5841217,-46.6757977,15z/data=!4m5!3m4!1s0x94ce575c328b9e2f:0xe30a46d48f758e95!8m2!3d-23.5841444!4d-46.6760218?shorturl=1"
patrimoniodi.com.br,https://patrimoniodi.com.br,,+551129424010 | +558007231723 | +559233435909 | +8633051102,"Rua Ulisses Cruz, 761",Tatuapé,,Brazil,03077-000,https://www.facebook.com/patrimonioincorporadora/ | https://www.linkedin.com/company/patrimonio-const.-e-empreendimentos-imobili-rios-ltda./ | https://www.instagram.com/patrimoniodi/ | https://www.youtube.com/@patrimoniodesenvolvimentoi2466 | https://wa.me/5511974618796 | https://wa.me/551129426242
articon.com.br,https://www.articon.com.br/,articon@articon.com.br | comercial@articon.com.br,+551129794000 | +5511976227571,"Rua Ezequiel Freire, 192, Conjunto 1507",São Paulo,SP,Brazil,02034-000,http://www.linkedin.com/company/articonincorporadora | http://www.instagram.com/articonoficial | http://www.facebook.com/articonoficial | https://www.youtube.com/@articoninc.4333
pciconcursos.com.br,https://www.pciconcursos.com.br,,+551121224231,,,,,,https://www.youtube.com/pciconcursos?sub_confirmation=1 | https://x.com/pciconcursos | https://www.facebook.com/pciconcursos | https://news.google.com/publications/CAAqBwgKMPrhmQswpOyxAw?hl=pt-BR&gl=BR&ceid=BR%3Apt-419 | https://whatsapp.com/channel/0029VaHULn4BFLgS0MkR0M0d | https://t.me/pciconcursos | https://www.linkedin.com/company/pciconcursos/posts/ | https://www.instagram.com/pciconcursos_oficial
metodo.com.br,https://www.metodo.com.br,,+551155010000,"R Gomes de Carvalho, 1629, 7° andar, sala 1",Vila Olímpia,,Brazil,,https://www.linkedin.com/company/metodo-engenharia_36342/?viewAsMember=true | https://www.facebook.com/M%C3%A9todo-Potencial-Engenharia-SA-132191126879022/?ref=br_rs | https://www.instagram.com/metodoengenharia/ | https://www.youtube.com/channel/UCPgwJWiOk8Ft3kmkgQ1HFuQ?view_as=subscriber
habitram.com.br,https://habitram.com.br,dpo@habitram.com.br,+551143712643 | +551535115010,Rua Dr. Veiga Filho 350,São Paulo,SP,Brasil,01229-000,https://www.instagram.com/habitram_empreendimentos/ | https://www.facebook.com/habitram/ | https://br.linkedin.com/company/habitram-empreendimentos-imobili%C3%A1rios | https://www.youtube.com/@habitramempreendimentosimo798 | https://api.whatsapp.com/send/?phone=15557344755&text=Gostaria+de+mais+informa%C3%A7%C3%B5es+sobre+o+Ultra+Frei+Caneca%0A%0A&type=phone_number&app_absent=0 | https://online.crm.anapro.com.br/webcrmservice/Pages/chat/cliente/ChatClienteEntrada.aspx?g=61a4cc2d-f420-468c-adeb-52fba5940c54&urlrefer=https%3a%2f%2fonline.crm.anapro.com.br%2fWebCRMService%2fPages%2fchat%2fcliente%2fChatClienteEntrada.aspx%3fconta%3dpftpsxaNqpo1%26keyIntegradora%3d6BA168F0-5072-4D60-B811-88B7A9E392A8%26keyAgencia%3d6BA168F0-5072-4D60-B811-88B7A9E392A8%26strDir%3dhabitram%26campanha%3d7zgepETH7TQ1%26canal%3d-FkKK2_jed81%26produto%3dtyyCuS6-eDU1%26strmidia%3dSite%26strpeca%3d%26usuarioEmail%3d%26strgrupopeca%3d%26strcampanhapeca%3d%26nome%3d%26email%3d%26telefoneDDD%3d%26telefone%3d%26strTexto%3d%26keyexterno%3d%26urlep%3d%26urlcp%3d%26urlca%3d%26urlat%3d%26strMostrarTopo%3dtrue%26strAutoSubmit%3dtrue%26strUsarDadosAnteriores%3dtrue%26emailobrigatorio%3dtrue%26telefoneobrigatorio%3dfalse%26texto%3d%26versaoApp%3d2 | https://online.crm.anapro.com.br/WebCRMService/Pages/chat/cliente/v2/ChatClienteEntrada.aspx?conta=pftpsxaNqpo1&keyIntegradora=22e3f2dc-8152-49be-8aeb-9bec9c917dda&keyAgencia=22e3f2dc-8152-49be-8aeb-9bec9c917dda&campanha=R7-JzegEbfQ1&canal=-FkKK2_jed81&produto=dtJg5PBfhM81&strmidia=Site%c2%adinstitucional&strpeca=&usuarioEmail=&strgrupopeca=&strcampanhapeca=&nome=&email=&telefoneDDD=&telefone=&strTexto=&keyexterno=&urlep=&urlcp=&urlca=&urlat=&strMostrarTopo=true&strAutoSubmit=true&strUsarDadosAnteriores=true&emailobrigatorio=true&telefoneobrigatorio=false&texto= | https://online.crm.anapro.com.br/webcrmservice/Pages/chat/cliente/ChatClienteEntrada.aspx?g=200c637c-ae62-4cbe-907a-f8119d3ae04a&urlrefer=https%3a%2f%2fonline.crm.anapro.com.br%2fWebCRMService%2fPages%2fchat%2fcliente%2fChatClienteEntrada.aspx%3fconta%3dpftpsxaNqpo1%26keyIntegradora%3d6BA168F0-5072-4D60-B811-88B7A9E392A8%26keyAgencia%3d6BA168F0-5072-4D60-B811-88B7A9E392A8%26strDir%3dhabitram%26campanha%3ddXDgbCzCTFk1%26canal%3d-FkKK2_jed81%26produto%3djaZJtON6lC01%26strmidia%3dSite%26strpeca%3d%26usuarioEmail%3d%26strgrupopeca%3d%26strcampanhapeca%3d%26nome%3d%26email%3d%26telefoneDDD%3d%26telefone%3d%26strTexto%3d%26keyexterno%3d%26urlep%3d%26urlcp%3d%26urlca%3d%26urlat%3d%26strMostrarTopo%3dtrue%26strAutoSubmit%3dtrue%26strUsarDadosAnteriores%3dtrue%26emailobrigatorio%3dtrue%26telefoneobrigatorio%3dfalse%26texto%3d%26versaoApp%3d2 | https://online.crm.anapro.com.br/webcrmservice/Pages/chat/cliente/ChatClienteEntrada.aspx?g=eb8670a8-70bf-4f20-a251-0d714bd871d3&urlrefer=https%3a%2f%2fonline.crm.anapro.com.br%2fWebCRMService%2fPages%2fchat%2fcliente%2fChatClienteEntrada.aspx%3fconta%3dpftpsxaNqpo1%26keyIntegradora%3d6BA168F0-5072-4D60-B811-88B7A9E392A8%26keyAgencia%3d6BA168F0-5072-4D60-B811-88B7A9E392A8%26strDir%3dhabitram%26campanha%3d1zlKuO4mNEg1%26canal%3d-FkKK2_jed81%26produto%3dSsznkGw2uTI1%26strmidia%3d%26strpeca%3d%26usuarioEmail%3d%26strgrupopeca%3d%26strcampanhapeca%3d%26nome%3d%26email%3d%26telefoneDDD%3d%26telefone%3d%26strTexto%3d%26keyexterno%3d%26urlep%3d%26urlcp%3d%26urlca%3d%26urlat%3d%26strMostrarTopo%3dtrue%26strAutoSubmit%3dtrue%26strUsarDadosAnteriores%3dtrue%26emailobrigatorio%3dtrue%26telefoneobrigatorio%3dfalse%26texto%3d%26versaoApp%3d2 | https://online.crm.anapro.com.br/webcrmservice/Pages/chat/cliente/ChatClienteEntrada.aspx?g=27c7256c-a1b2-4a47-a105-8490cc33f6f0&urlrefer=https%3a%2f%2fonline.crm.anapro.com.br%2fWebCRMService%2fPages%2fchat%2fcliente%2fChatClienteEntrada.aspx%3fconta%3dpftpsxaNqpo1%26keyIntegradora%3d6BA168F0-5072-4D60-B811-88B7A9E392A8%26keyAgencia%3d6BA168F0-5072-4D60-B811-88B7A9E392A8%26strDir%3dhabitram%26campanha%3d1zlKuO4mNEg1%26canal%3d-FkKK2_jed81%26produto%3dSsznkGw2uTI1%26strmidia%3d%26strpeca%3d%26usuarioEmail%3d%26strgrupopeca%3d%26strcampanhapeca%3d%26nome%3d%26email%3d%26telefoneDDD%3d%26telefone%3d%26strTexto%3d%26keyexterno%3d%26urlep%3d%26urlcp%3d%26urlca%3d%26urlat%3d%26strMostrarTopo%3dtrue%26strAutoSubmit%3dtrue%26strUsarDadosAnteriores%3dtrue%26emailobrigatorio%3dtrue%26telefoneobrigatorio%3dfalse%26texto%3d%26versaoApp%3d2 | https://online.crm.anapro.com.br/WebCRMService/Pages/chat/cliente/v2/ChatClienteEntrada.aspx?conta=pftpsxaNqpo1&keyIntegradora=22e3f2dc-8152-49be-8aeb-9bec9c917dda&keyAgencia=22e3f2dc-8152-49be-8aeb-9bec9c917dda&campanha=v_ttM8HmTzs1&canal=-FkKK2_jed81&produto=0y4d8B-Sh1s1&strmidia=Site%c2%adinstitucional&strpeca=&usuarioEmail=&strgrupopeca=&strcampanhapeca=&nome=&email=&telefoneDDD=&telefone=&strTexto=&keyexterno=&urlep=&urlcp=&urlca=&urlat=&strMostrarTopo=true&strAutoSubmit=true&strUsarDadosAnteriores=true&emailobrigatorio=true&telefoneobrigatorio=false&texto= | https://online.crm.anapro.com.br/WebCRMService/Pages/chat/cliente/v2/ChatClienteEntrada.aspx?conta=pftpsxaNqpo1&keyIntegradora=22e3f2dc-8152-49be-8aeb-9bec9c917dda&keyAgencia=22e3f2dc-8152-49be-8aeb-9bec9c917dda&campanha=wuJMxtcsmts1&canal=-FkKK2_jed81&produto=sp71kOcetjs1&strmidia=Site%c2%adinstitucional&strpeca=&usuarioEmail=&strgrupopeca=&strcampanhapeca=&nome=&email=&telefoneDDD=&telefone=&strTexto=&keyexterno=&urlep=&urlcp=&urlca=&urlat=&strMostrarTopo=true&strAutoSubmit=true&strUsarDadosAnteriores=true&emailobrigatorio=true&telefoneobrigatorio=false&texto= | https://online.crm.anapro.com.br/WebCRMService/Pages/chat/cliente/v2/ChatClienteEntrada.aspx?conta=pftpsxaNqpo1&keyIntegradora=22e3f2dc-8152-49be-8aeb-9bec9c917dda&keyAgencia=22e3f2dc-8152-49be-8aeb-9bec9c917dda&campanha=-sCbxueajHA1&canal=-FkKK2_jed81&produto=pgyWNUaCgUk1&strmidia=Site%c2%adinstitucional&strpeca=&usuarioEmail=&strgrupopeca=&strcampanhapeca=&nome=&email=&telefoneDDD=&telefone=&strTexto=&keyexterno=&urlep=&urlcp=&urlca=&urlat=&strMostrarTopo=true&strAutoSubmit=true&strUsarDadosAnteriores=true&emailobrigatorio=true&telefoneobrigatorio=false&texto= | https://habitramhelp.zendesk.com/hc/pt-br
panarq.com.br,https://www.panarq.com.br,contato@panarq.com.br,+5513997821292,"Rua do Paraíso, 68",São Paulo,,Brasil,,https://www.instagram.com/panarq/ | https://www.facebook.com/panoramicaarquitetura/ | https://br.linkedin.com/in/gabriela-ayub-81122674 | https://maps.app.goo.gl/KDU8RD6FLUzCEvLC9
archdaily.com.br,https://www.archdaily.com.br,,,,,,,,https://www.facebook.com/ArchDailyBrasil | https://twitter.com/ArchDailyBR | https://www.flickr.com/groups/archdaily | https://instagram.com/archdailybr | https://vimeo.com/archdaily | https://www.youtube.com/user/archdaily
matuetevillas.com,https://www.matuetevillas.com,villas@matuete.com,+551130714515 | +551130714515,"Av. Brig. Faria Lima, 1755 3º Andar - Jardim Paulistano",São Paulo,SP,Brasil,01452-001,https://m.facebook.com/matuetevillas/ | https://www.instagram.com/matuetevillas/ | https://www.youtube.com/user/matuetebrasil | https://www.facebook.com/matuetetraveldesign | https://wa.me/5511984985186?text=Olá!%20Gostaria%20de%20mais%20informações.
gestaourbana.prefeitura.sp.gov.br,https://gestaourbana.prefeitura.sp.gov.br,planurb@prefeitura.sp.gov.br,+551131137500,"Rua São Bento, 405",São Paulo,SP,Brasil,01011-100,https://www.facebook.com/smulsp | https://twitter.com/smul_sp | https://www.instagram.com/smul_sp/ | https://www.youtube.com/user/pmspsmdu | https://www.linkedin.com/company/smulsp | https://www.facebook.com/PrefSP.smul | https://twitter.com/PrefSP_smul | http://www.youtube.com/user/pmspsmdu | https://www.facebook.com/PrefSP.smul | https://twitter.com/PrefSP_smul
vereda.pro,https://vereda.pro/,meirellesfaria@gmail.com | vereda@vereda.pro,+551138223154 | +55989251094,"Rua Maranhão, 554 / 38",São Paulo,SP,Brasil,01240000,https://www.instagram.com/veredaarquitetos/ | https://www.facebook.com/veredaarquitetos
zabo.com.br,https://zabo.com.br/,,+551130604222 | +5511996100076,"RUA ESTADOS UNIDOS, 1044 JARDIM AMÉRICA",São Paulo,São Paulo,Brazil,01427-001,https://www.facebook.com/zaboengenharia/ | https://www.instagram.com/zaboengenharia/ | https://br.linkedin.com/company/zabo-engenharia-s.a | https://api.whatsapp.com/send?phone=5511996100076&text=Gostaria%20de%20saber%20mais%20informa%C3%A7%C3%B5es%20sobre%20os%20im%C3%B3veis%20da%20Zabo%20Engenharia!
luxuryestate.com,https://www.luxuryestate.com,,+551130610000 | +5581996093455 | +552135000370 | +16464433735 | +551148015555 | +5511997053614 | +5512982095100 | +33662221314 | +552433631149 | +551333962643 | +551332359045 | +5521982655600 | +5521973208348 | +5524988088888 | +551122311254 | +5511967350181 | +5511941211784,"Alameda Gabriel Monteiro da Silva, 2027",São Paulo,,,01418-200,https://www.facebook.com/luxuryestate/ | https://twitter.com/casas_de_luxo | https://www.instagram.com/casa_de_luxo/ | https://www.pinterest.com/luxuryestatecom/ | https://www.linkedin.com/company/2981544/ | https://twitter.com/luxuryestatecom
f5.folha.uol.com.br,https://f5.folha.uol.com.br,pesquisa@folhapress.com.br | uolads@uol.com.br,+551132243090 | +558007758080 | +551140031838 | +558000158000 | +551140036118 | +558007033000 | +551140035973 | +558007033000 | +551140039011 | +558008819011,"Av. Brigadeiro Faria Lima, 1.384",São Paulo,SP,Brazil,01452-002,https://www.facebook.com/sitef5 | https://x.com/sitef5 | https://www.instagram.com/sitef5 | https://www.facebook.com/uolads | https://www.youtube.com/c/UOLAds | https://www.linkedin.com/showcase/uol-ads | https://www.tiktok.com/@uolads | https://api.whatsapp.com/send?phone=551140032002 | https://www.whatsapp.com/channel/0029Vams7vqKWEL0IRWy3u34
scielo.br,https://www.scielo.br/,anaismp@usp.br | scielo@scielo.org | mlbp@usp.br | webmaster@scielo.org | davidribeiro@usp.br | anarosasm@hotmail.com | angelamariadecastrogomes@gmail.com | annateresafabris@gmail.com | aracy.amaral@uol.com.br | bmk@usp.br | beatrizrvcoelho@gmail.com | kuniyoshi_c@hotmail.com | cmeneguello@gmail.com | Dominique.Poulot@univ-paris1.fr | etsaliba@usp.br | angotti@usp.br | isabelmendonca@hotmail.com | jvilardaga@unifesp.br | jnmeneses@uol.com.br | josereginaldo.goncalves@gmail.com | lmalosetticosta@lobianco.com.ar | lroca@institutomora.edu.mx | lsegala@id.uff.br | maraliz.christo@gmail.com | mrede@usp.br | marciachuva@gmail.com | msneves@puc-rio.br | mhoflexor@gmail.com | nsanjad@museu-goeldi.br | rtirello@fec.unicamp.br | rodrigobastos.arq@gmail.com | sumocem@gmail.com | talima8@gmail.com | trdeluca@uol.com.br | utbm@uol.com.br | zitapossamai@gmail.com | isabeladias@usp.br | anaalicekoga@usp.br | vicferraz@usp.br | scielo.avaliacao@scielo.org,551120656641,"Rua Dr. Diogo de Faria, 1087 – 9º andar – Vila Clementino",São Paulo,SP,Brasil,04037-003,https://www.linkedin.com/company/scielo---scientific-electronic-library-online/?originalSubdomain=br | https://www.facebook.com/SciELONetwork | https://www.youtube.com/c/SciELONetwork | https://bsky.app/profile/scielo.org | https://openbiblio.social/@scielo | https://www.instagram.com/anaismuseupaulista | http://www.fapesp.br/ | http://www.cnpq.br/ | http://bvsalud.org/ | http://regional.bvsalud.org/bvs/bireme/homepage.htm | https://www.fapunifesp.edu.br/ | http://creativecommons.org/licenses/by-nc/4.0/ | http://creativecommons.org/licenses/by/4.0/
toledoferrari.com.br,https://www.toledoferrari.com.br,tfvendas@toledoferrari.com.br,+551130382000 | +551130382020,"Rua Hungria, 620 – 10ª andar",São Paulo,SP,Brasil,01455-000,https://api.whatsapp.com/send?phone=5511941342333 | https://www.instagram.com/toledoferrari/ | https://www.linkedin.com/company/toledoferrari/ | https://flow.itemize.com.br/login?u=e6ce8a01-031c-4bac-b976-cce76e56ac8d
repositorio.ufba.br,https://repositorio.ufba.br,ufbam@il,,"Rua Barão de Jeremoabo, s/n, Campus Ondina",Salvador,BA,Brazil,40170-290,https://gov.br | http://www.gov.br/secom/pt-br/acesso-a-informacao/comunicabr | http://www.gov.br/acessoainformacao/ | https://www.gov.br/pt-br/participacao-social/ | http://www4.planalto.gov.br/legislacao/ | http://www.gov.br/pt-br/orgaos-do-governo | http://www.gov.br/economia/pt-br/canais_atendimento/ouvidoria/simplifique | https://gov.br/pt-br/canais-do-executivo-federal | http://www.vlibras.gov.br | https://heyzine.com/flip-book/0b407b258b.html#page/1 | http://www.periodicos.capes.gov.br/ | https://www.youtube.com/@TVUFBA | https://www.facebook.com/ufba.oficial | https://br.linkedin.com/school/ufba/ | https://www.instagram.com/ufba.oficial
flaviamedina.com.br,https://flaviamedina.com.br,arquiteta@flaviamedina.com.br | fornecedores@flaviamedina.com.br | curriculum@flaviamedina.com.br,+551141167330,"Av. das Nações Unidas, 12555 - Cidade Monções",São Paulo,SP,Brazil,04578-903,https://api.whatsapp.com/send?phone=551141167330 | https://www.youtube.com/channel/UCCw5RDeSXNCaY0qEQdsRt-Q/
guia.folha.uol.com.br,https://guia.folha.uol.com.br,atendimento@fundacaooscaramericano.org.br | pesquisa@folhapress.com.br | uolads@uol.com.br,+551140031838 | +551137750002 | +551137420077 | +551133241000 | +551138717700 | +551127012310 | +551155715422 | +551131050222 | +551131060374 | +551131790000 | +551131495959 | +551133506300 | +551137449902 | +551130914919 | +551125942601 | +551155767600 | +551132596149 | +5511995413686 | +551140032002 | +558007717774 | +551140036118 | +558007033000 | +551140039011 | +558008819011,,,,,,"https://assine.folha.com.br/folha/assinatura/?gid=FOL | https://x.com/guia_folha | https://instagram.com/guiafolha | https://www.facebook.com/sharer/sharer.php?u=https://guia.folha.uol.com.br/passeios/2021/01/conheca-roteiro-para-desbravar-o-melhor-da-arquitetura-de-sao-paulo.shtml%3Futm_source%3Dfacebook%26utm_medium%3Dsocial%26utm_campaign%3Dcompfb | whatsapp://send?text=Foi compartilhado com você um conteúdo da Folha:%0D%0A %0D%0Ahttps://guia.folha.uol.com.br/passeios/2021/01/conheca-roteiro-para-desbravar-o-melhor-da-arquitetura-de-sao-paulo.shtml%3Futm_source%3Dwhatsapp%26utm_medium%3Dsocial%26utm_campaign%3Dcompwa | https://twitter.com/share?url=https://guia.folha.uol.com.br/passeios/2021/01/conheca-roteiro-para-desbravar-o-melhor-da-arquitetura-de-sao-paulo.shtml%3Futm_source%3Dtwitter%26utm_medium%3Dsocial%26utm_campaign%3Dcomptw&text=Conheça roteiro para desbravar o melhor da arquitetura de São Paulo&via=GuiaFolha | https://www.linkedin.com/cws/share?url=https://guia.folha.uol.com.br/passeios/2021/01/conheca-roteiro-para-desbravar-o-melhor-da-arquitetura-de-sao-paulo.shtml%3Futm_source%3Dlinkedin%26utm_medium%3Dsocial%26utm_campaign%3Dcompli | https://www.facebook.com/sharer/sharer.php?u=https://fotografia.folha.uol.com.br/galerias/nova/1956-biblioteca-mario-de-andrade#foto-32415 | whatsapp://send?text=https://fotografia.folha.uol.com.br/galerias/nova/1956-biblioteca-mario-de-andrade#foto-32415 | https://twitter.com/share?url=https://fotografia.folha.uol.com.br/galerias/nova/1956-biblioteca-mario-de-andrade%23foto-32415&text=Detalhe do arquivo de fichas da biblioteca Mário de Andrade | fb-messenger://share?link=https://fotografia.folha.uol.com.br/galerias/nova/1956-biblioteca-mario-de-andrade#foto-32415/app_id=1570026133230945 | https://www.linkedin.com/cws/share?url=https://fotografia.folha.uol.com.br/galerias/nova/1956-biblioteca-mario-de-andrade#foto-32415 | https://www.facebook.com/sharer/sharer.php?u=https://fotografia.folha.uol.com.br/galerias/1681361422338749-copan-e-a-covid-19#foto-1681367540746313 | whatsapp://send?text=https://fotografia.folha.uol.com.br/galerias/1681361422338749-copan-e-a-covid-19#foto-1681367540746313 | https://twitter.com/share?url=https://fotografia.folha.uol.com.br/galerias/1681361422338749-copan-e-a-covid-19%23foto-1681367540746313&text=Vista  aérea do  Edifício Copan, no centro de São Paulo | fb-messenger://share?link=https://fotografia.folha.uol.com.br/galerias/1681361422338749-copan-e-a-covid-19#foto-1681367540746313/app_id=1570026133230945 | https://www.linkedin.com/cws/share?url=https://fotografia.folha.uol.com.br/galerias/1681361422338749-copan-e-a-covid-19#foto-1681367540746313 | https://www.facebook.com/sharer/sharer.php?u=https://fotografia.folha.uol.com.br/galerias/nova/32081-cafe-da-pinacoteca#foto-425127 | whatsapp://send?text=https://fotografia.folha.uol.com.br/galerias/nova/32081-cafe-da-pinacoteca#foto-425127 | https://twitter.com/share?url=https://fotografia.folha.uol.com.br/galerias/nova/32081-cafe-da-pinacoteca%23foto-425127&text=Café da Pinacoteca, no centro de São Paulo (Foto: Keiny Andrade/Folhapress) | fb-messenger://share?link=https://fotografia.folha.uol.com.br/galerias/nova/32081-cafe-da-pinacoteca#foto-425127/app_id=1570026133230945 | https://www.linkedin.com/cws/share?url=https://fotografia.folha.uol.com.br/galerias/nova/32081-cafe-da-pinacoteca#foto-425127 | https://sescsp.org.br | https://www.facebook.com/sharer/sharer.php?u=https://fotografia.folha.uol.com.br/galerias/nova/1578995544659212-sesc-24-de-maio#foto-1578995544674885 | whatsapp://send?text=https://fotografia.folha.uol.com.br/galerias/nova/1578995544659212-sesc-24-de-maio#foto-1578995544674885 | https://twitter.com/share?url=https://fotografia.folha.uol.com.br/galerias/nova/1578995544659212-sesc-24-de-maio%23foto-1578995544674885&text=Fachada do Sesc 24 de Maio, no centro de São Paulo | fb-messenger://share?link=https://fotografia.folha.uol.com.br/galerias/nova/1578995544659212-sesc-24-de-maio#foto-1578995544674885/app_id=1570026133230945 | https://www.linkedin.com/cws/share?url=https://fotografia.folha.uol.com.br/galerias/nova/1578995544659212-sesc-24-de-maio#foto-1578995544674885 | https://casadevidro.byinti.com | https://www.facebook.com/sharer/sharer.php?u=https://fotografia.folha.uol.com.br/galerias/nova/20602-casa-de-vidro#foto-296298 | whatsapp://send?text=https://fotografia.folha.uol.com.br/galerias/nova/20602-casa-de-vidro#foto-296298 | https://twitter.com/share?url=https://fotografia.folha.uol.com.br/galerias/nova/20602-casa-de-vidro%23foto-296298&text=A Casa de Vidro, projetada pela arquiteta ítalo-brasileira Lina Bo Bardi em 1951, parece uma caixa transparente ""flutuando"" em meio à natureza | fb-messenger://share?link=https://fotografia.folha.uol.com.br/galerias/nova/20602-casa-de-vidro#foto-296298/app_id=1570026133230945 | https://www.linkedin.com/cws/share?url=https://fotografia.folha.uol.com.br/galerias/nova/20602-casa-de-vidro#foto-296298 | https://www.facebook.com/sharer/sharer.php?u=https://fotografia.folha.uol.com.br/galerias/nova/1629298452511987-fau-usp#foto-1629299483577102 | whatsapp://send?text=https://fotografia.folha.uol.com.br/galerias/nova/1629298452511987-fau-usp#foto-1629299483577102 | https://twitter.com/share?url=https://fotografia.folha.uol.com.br/galerias/nova/1629298452511987-fau-usp%23foto-1629299483577102&text=Edifício da Faculdade de Arquitetura e Urbanismo da USP, projetado por Vilanova Artigas | fb-messenger://share?link=https://fotografia.folha.uol.com.br/galerias/nova/1629298452511987-fau-usp#foto-1629299483577102/app_id=1570026133230945 | https://www.linkedin.com/cws/share?url=https://fotografia.folha.uol.com.br/galerias/nova/1629298452511987-fau-usp#foto-1629299483577102 | https://sympla.com.br/mube | https://www.facebook.com/sharer/sharer.php?u=https://fotografia.folha.uol.com.br/galerias/nova/22871-museu-brasileiro-da-escultura#foto-320025 | whatsapp://send?text=https://fotografia.folha.uol.com.br/galerias/nova/22871-museu-brasileiro-da-escultura#foto-320025 | https://twitter.com/share?url=https://fotografia.folha.uol.com.br/galerias/nova/22871-museu-brasileiro-da-escultura%23foto-320025&text=Museu foi projetado pelo arquiteto Paulo Mendes da Rocha, ganhador do Premio Pritzker, o mais importante da arquitetura | fb-messenger://share?link=https://fotografia.folha.uol.com.br/galerias/nova/22871-museu-brasileiro-da-escultura#foto-320025/app_id=1570026133230945 | https://www.linkedin.com/cws/share?url=https://fotografia.folha.uol.com.br/galerias/nova/22871-museu-brasileiro-da-escultura#foto-320025 | https://www.facebook.com/sharer/sharer.php?u=https://fotografia.folha.uol.com.br/galerias/1683278152861172-bienal-de-sao-paulo-esvazia-pavilhao-no-parque-ibirapuera-em-exposicao#foto-1683278152994356 | whatsapp://send?text=https://fotografia.folha.uol.com.br/galerias/1683278152861172-bienal-de-sao-paulo-esvazia-pavilhao-no-parque-ibirapuera-em-exposicao#foto-1683278152994356 | https://twitter.com/share?url=https://fotografia.folha.uol.com.br/galerias/1683278152861172-bienal-de-sao-paulo-esvazia-pavilhao-no-parque-ibirapuera-em-exposicao%23foto-1683278152994356&text='Wind', vídeo da artista americana Joan Jonas exibido na mostra 'Vento', organizada pela Bienal de São Paulo no pavilhão Ciccillo Matarazzo, no parque Ibirapuera | fb-messenger://share?link=https://fotografia.folha.uol.com.br/galerias/1683278152861172-bienal-de-sao-paulo-esvazia-pavilhao-no-parque-ibirapuera-em-exposicao#foto-1683278152994356/app_id=1570026133230945 | https://www.linkedin.com/cws/share?url=https://fotografia.folha.uol.com.br/galerias/1683278152861172-bienal-de-sao-paulo-esvazia-pavilhao-no-parque-ibirapuera-em-exposicao#foto-1683278152994356 | https://www.instagram.com/uolads | https://www.facebook.com/uolads | https://www.youtube.com/c/UOLAds | https://www.linkedin.com/showcase/uol-ads | https://www.tiktok.com/@uolads | https://play.google.com/store/apps/details?id=br.com.uol.batepapo&listing=promocao_vip | https://apps.apple.com/us/app/uol-bate-papo-e-encontros/id806313157?ppid=4b43fcfa-2eff-4179-b2c5-755f452c3663 | https://www.instagram.com/batepapo.uol/ | https://pt-br.facebook.com/BatePapoUOL/ | https://www.tiktok.com/@batepapouol_?lang=pt-BR | https://www.gov.br/mdh/pt-br/navegue-por-temas/reconecte/campanha/ | https://wa.me/551140032002/?text=Oi%2C+quero+assinar+UOL+Bate+papo%21 | https://x.com/guia_folha | https://instagram.com/guiafolha | https://play.google.com/store/apps/details?id=br.com.uol.mail.uol&utm_source=Mail_footer&utm_medium=links_no_footer&utm_campaign=pg_de_vendas-uolmail&utm_content=app-android | https://apps.apple.com/br/app/id1372863832?utm_source=Mail_footer&utm_medium=links_no_footer&utm_campaign=pg_de_vendas-uolmail&utm_content=app-ios | https://wa.me/551140032002/?text=Oi%2C+quero+assinar+UOL+Mail%21 | https://wa.me/551140032002/?text=Oi%2C+quero+assinar+Conte%C3%BAdo+Exclusivo+do+UOL%21 | https://www.whatsapp.com/channel/0029Vams7vqKWEL0IRWy3u34?dest=%26utm_content%3Dparceiro | https://api.whatsapp.com/send?phone=551140039011&utm_content=parceiro | https://www.instagram.com/uolhost?utm_content=parceiro | https://www.facebook.com/uolhost?utm_content=parceiro | https://www.youtube.com/user/uolhost?utm_content=parceiro | https://www.linkedin.com/showcase/uolhost?utm_content=parceiro | https://www.whatsapp.com/channel/0029Vams7vqKWEL0IRWy3u34?utm_content=parceiro"
consthruir.com.br,https://consthruir.com.br/,atendimento@consthruir.com.br,+5511913159014 | +5511947355594,"Rua do Grito, 387",São Paulo,SP,Brasil,04217-000,https://www.facebook.com/consthruir/ | https://www.instagram.com/consthruir/ | https://www.linkedin.com/company/consthruir/about/
