company_name,company_website,contact_email,contact_phone,contact_place_street,contact_place_city,contact_place_state,contact_place_country,contact_place_postal_code,social_links,description
bloomberglinea.com,https://www.bloomberglinea.com,ads@bloomberglinea.com | summit@bloomberglinea.com | support@bloomberglinea.com,,,,,,,https://www.facebook.com/BloombergLineaBrasil | https://twitter.com/BloombergLineaB | https://www.youtube.com/channel/UCBc9G2aqKQDaMZbeeqgNpSA | https://www.instagram.com/bloomberglineabrasil/ | https://www.linkedin.com/company/bloomberglínea | https://www.tiktok.com/@bloomberglineabrasil | https://open.spotify.com/show/1JhleHHeSjIwtnEOi2Scd5,"Bloomberg Línea is a news platform focusing on economics and business, providing coverage in Portuguese, Spanish, and English. It offers news and analysis on the Latin American and global markets through articles, videos, podcasts, and events."
youinc.com.br,https://www.youinc.com.br,,+551130740788 | +551131819019 | +551131997900 | +551147800000,"Av. Pres. Juscelino Kubitschek, 360",São Paulo,SP,Brazil,04543-000,https://www.facebook.com/youincorporadora | https://instagram.com/youinc | https://www.linkedin.com/company/you-inc-incorporadora?trk=biz-companies-cym | https://www.youtube.com/user/youincorporadora | https://br.pinterest.com/youincincorporadora/_created/ | https://www.tiktok.com/@youinc_ | https://api.whatsapp.com/send?phone=551130740788,"You,Inc is a real estate developer based in São Paulo, Brazil, specializing in medium to high-end properties, with a focus on compact apartments. They aim to provide innovative housing solutions emphasizing mobility, practicality, and quality of life in strategic locations."
careplusclinic.com.br,https://www.careplusclinic.com.br/,,+558004071686 | +552138045875,,,,,,https://www.instagram.com/careplus_clinic/ | https://www.facebook.com/careplusclinicoficial/ | https://www.youtube.com/user/careplusnarede,"Care Plus Clinic is a multidisciplinary clinic network in Brazil specializing in dermatology and dentistry. They offer modern, high-quality treatments with multiple locations in São Paulo, Rio de Janeiro, and Barueri."
lopes.com.br,https://www.lopes.com.br,,,,São Paulo,,Brazil,,https://www.facebook.com/imobiliaria.lopes | https://www.twitter.com/Lopes_Imoveis | https://www.instagram.com/lopesimoveis/ | https://www.linkedin.com/company/lopes-consultoria-de-imoveis | https://www.youtube.com/user/lopesconsultoria,"Lopes is a leading Brazilian real estate company specializing in buying, selling, and renting residential and commercial properties in São Paulo and other cities. They offer a wide range of properties, including apartments, houses, land, and commercial spaces, aiming to simplify the real estate search for their clients."
metroquadrado.com,https://metroquadrado.com/,comercial@metroquadrado.com,,,,,Brazil,,https://www.facebook.com/metroquadradonews/ | https://twitter.com/metroquadrado_ | https://www.linkedin.com/company/metroquadrado/ | https://www.instagram.com/metroquadrado/,"Metro Quadrado is a Brazilian news outlet focused on the real estate market, covering residential, commercial, urban development, and investment aspects. It provides news, analysis, and information for investors, builders, and anyone interested in the Brazilian real estate sector."
participemais.prefeitura.sp.gov.br,https://participemais.prefeitura.sp.gov.br,participemais@prefeitura.sp.gov.br,+551131139499 | +551131138525,"Viaduto do Chá, 15",São Paulo,SP,Brazil,01002-020,https://www.facebook.com/participemais/ | https://www.instagram.com/participemais | https://www.linkedin.com/company/cidade-de-sao-paulo/ | https://www.tiktok.com/@prefsp | https://www.youtube.com/prefeiturasaopaulo | https://twitter.com/prefsp | https://www.youtube.com/c/govabertocidadesp | https://m.facebook.com/GovernoAbertoCidadeSP/ | https://twitter.com/govabertoprefsp | https://www.instagram.com/govabertocidadesp/ | http://codigoaberto.prefeitura.sp.gov.br/casacivil/participemais.git,"Participe+ is the social participation platform of the São Paulo City Hall, enabling citizens to engage in public consultations, participatory budgeting, and voting.  It aims to promote collaboration between the public and the government in policy formulation, with a focus on transparency and innovation."
siila.com.br,https://www.siila.com.br,contato@siila.com.br,+551130469595,"Rua Gomes de Carvalho, 1069, cj. 22",São Paulo,SP,Brasil,04547-004,https://www.linkedin.com/company/siila-br | https://www.youtube.com/c/SiiLABR | https://web.facebook.com/SiiLA.BR/ | https://www.instagram.com/siila.br | https://twitter.com/SiiLA_br | https://www.tiktok.com/@siilaspot.br,"SiiLA is a market intelligence company focused on the commercial real estate sector in Latin America. They provide data and analysis for offices, warehouses, shopping centers, and other commercial properties, assisting investors, owners, and occupiers in making strategic decisions. Based in São Paulo, Brazil."
homolog.cury.net,https://homolog.cury.net,,+5521999923476 | +5511943136101,"Rua Candomba, 01",São Paulo,SP,Brazil,,https://www.facebook.com/CuryConstrutora?fref=ts | https://www.instagram.com/curyconstrutora/ | https://twitter.com/curyconstrutora | https://www.youtube.com/user/curyconstrutora | https://www.linkedin.com/company/cury-construtora/ | https://br.pinterest.com/curyconstrutoranet/ | https://www.tiktok.com/@curyconstrutora | http://www.relacionamentocury.com.br/ | https://api.whatsapp.com/send?phone=5521999923476&text=Olá! Tenho interesse em saber mais sobre o imóvel Cury Cidade Jaguaré - Vila Pinheiros. | https://api.whatsapp.com/send?phone=5521999923476&text=Olá! Tenho interesse em saber mais sobre a Cury Construtora SP | https://api.whatsapp.com/send?phone=5521999923476&text=Olá! Tenho interesse em saber mais sobre o imóvel Cury Flow Barra Funda 2. | https://api.whatsapp.com/send?phone=5521999923476&text=Olá! Tenho interesse em saber mais sobre o imóvel Cury Flow Barra Funda. | https://api.whatsapp.com/send?phone=5521999923476&text=Olá! Tenho interesse em saber mais sobre o imóvel Cury Jardim. | https://api.whatsapp.com/send?phone=5521999923476&text=Olá! Tenho interesse em saber mais sobre o imóvel Cury Mérito Vila Maria. | https://api.whatsapp.com/send?phone=5521999923476&text=Olá! Tenho interesse em saber mais sobre o imóvel Cury Cidade Mooca. | https://api.whatsapp.com/send?phone=5521999923476&text=Olá! Tenho interesse em saber mais sobre o imóvel Cury Cidade Mooca Vila Palermo. | https://api.whatsapp.com/send?phone=5521999923476&text=Olá! Tenho interesse em saber mais sobre o imóvel Square Panamby Itapaiuna. | https://api.whatsapp.com/send?phone=5521999923476&text=Olá! Tenho interesse em saber mais sobre o imóvel Cury Dez Bom Retiro. | https://api.whatsapp.com/send?phone=5511943136101&text=Olá! Tenho interesse em saber mais sobre a Cury Construtora SP,"Cury Construtora is a real estate company focused on residential projects, particularly for the Minha Casa Minha Vida program. They offer apartments with complete leisure facilities, located in São Paulo and Rio de Janeiro, dedicated to quality, meeting deadlines, and customer satisfaction, while continuously seeking innovation."
hospitaligesp.com.br,https://hospitaligesp.com.br,,+551131476200 | +551340420999,"Rua Alferes Magalhães, 315",São Paulo,SP,Brazil,,https://www.youtube.com/@hospital_igesp | https://www.facebook.com/hospitaligesp | https://www.linkedin.com/company/hospital-igesp-oficial | https://www.instagram.com/hospital_igesp/,"Hospital IGESP is a healthcare institution offering adult and pediatric care, including 24/7 emergency services and various medical specialties. With units in São Paulo and Praia Grande, it provides diagnostic center, surgical center, and inpatient units, focusing on excellence in patient care and well-being."
planosmedsenior.com.br,https://planosmedsenior.com.br,,+551132567276,"Avenida Brasil, 376",São Paulo,SP,Brazil,,https://api.whatsapp.com/send?phone=5511978252970&text=QueroinformaessobreoplanoMedseniorSaúde | https://api.whatsapp.com/send?phone=5511978252970&text=Quero%20informa%C3%A7%C3%B5es%20sobre%20o%20plano%20Medsenior%20Sa%C3%BAde | https://www.facebook.com/sharer.php?u=https://planosmedsenior.com.br/medicina-preventiva/ | https://twitter.com/share?url=https://planosmedsenior.com.br/medicina-preventiva/ | https://pinterest.com/pin/create/button/?url=https://planosmedsenior.com.br/medicina-preventiva/&media=https://planosmedsenior.com.br/wp-content/uploads/2023/11/foto-medico-medicina-preventiva-medsenior-1024x683.jpg | https://www.linkedin.com/shareArticle?mini=true&url=https://planosmedsenior.com.br/medicina-preventiva/&title=Medicina%20Preventiva | https://www.facebook.com/sharer.php?u=https://planosmedsenior.com.br/nova-unidade-medsenior-avenida-brasil-em-sao-paulo/ | https://twitter.com/share?url=https://planosmedsenior.com.br/nova-unidade-medsenior-avenida-brasil-em-sao-paulo/ | https://pinterest.com/pin/create/button/?url=https://planosmedsenior.com.br/nova-unidade-medsenior-avenida-brasil-em-sao-paulo/&media=https://planosmedsenior.com.br/wp-content/uploads/2023/12/Nova-Unidade-MedSenior-Avenida-Brasil-Sao-Paulo.jpg | https://www.linkedin.com/shareArticle?mini=true&url=https://planosmedsenior.com.br/nova-unidade-medsenior-avenida-brasil-em-sao-paulo/&title=Nova%20Unidade%20MedS%C3%AAnior%20Avenida%20Brasil%20em%20S%C3%A3o%20Paulo | https://www.facebook.com/sharer.php?u=https://planosmedsenior.com.br/plano-de-saude-para-terceira-idade/ | https://twitter.com/share?url=https://planosmedsenior.com.br/plano-de-saude-para-terceira-idade/ | https://pinterest.com/pin/create/button/?url=https://planosmedsenior.com.br/plano-de-saude-para-terceira-idade/&media=https://planosmedsenior.com.br/wp-content/uploads/2023/11/Plano-de-Saude-para-terceira-idade.jpg | https://www.linkedin.com/shareArticle?mini=true&url=https://planosmedsenior.com.br/plano-de-saude-para-terceira-idade/&title=Plano%20de%20Sa%C3%BAde%20para%20terceira%20idade,MedSênior est une compagnie d'assurance santé brésilienne spécialisée dans les plans de santé pour les seniors. Elle met l'accent sur la médecine préventive et propose une couverture complète avec un réseau de soins étendu.
multilaserempresas.com.br,https://www.multilaserempresas.com.br/,,,,,,Brazil,,,"Multilaser Empresas is the official store offering a wide range of products in various categories, including smartphones, IT equipment, drones, health products, toys, automotive accessories, and sports equipment. They aim to serve consumers, resellers, and businesses with technological and leisure solutions."
cury.net,https://cury.net,adefinir@cury.net | cury@maquinacohnwolfe.com | rhcuryvendas@cury.net,+551131171300 | +552135436887 | +551131171313 | +552135543350 | +558003149696,,,,,,https://www.facebook.com/CuryConstrutora?fref=ts | https://www.instagram.com/curyconstrutora/ | https://twitter.com/curyconstrutora | https://www.youtube.com/user/curyconstrutora | https://www.linkedin.com/company/cury-construtora/ | https://br.pinterest.com/curyconstrutoranet/ | https://www.tiktok.com/@curyconstrutora | https://open.spotify.com/user/7ibqq6hybxooqerqc8ywnhqe9?si=5WTqJRxfRo6-3RoYe20vYA&nd=1 | https://api.whatsapp.com/send?phone=5511943136101&text=Olá! Tenho interesse em saber mais sobre a Cury Construtora SP | https://cury.gupy.io/,"Cury Construtora e Incorporadora S.A. focuses on the construction and sale of residential properties, particularly within government housing programs. Operating in São Paulo and Rio de Janeiro, Cury offers accessible and quality housing solutions and invests in innovation and sustainability."
srmasset.com,https://www.srmasset.com/,srm@srmasset.com | dpo@srmasset.com,+551133342100 | +558008781005 | +5511991536872,"Alameda Cleveland, 509",São Paulo,SP,Brazil,,https://www.linkedin.com/company/srmasset | https://www.facebook.com/SRMASSET/ | https://www.instagram.com/srmasset/,"SRM Asset is a Brazilian investment fund manager specializing in credit rights and loans, operating since 2005. They provide financial solutions for medium and large companies, focusing on Investment Funds in Credit Rights (FIDCs) and credit operations. Based in São Paulo, they are known for innovation, flexibility, and expertise in the financial market."
even.com.br,https://www.even.com.br,sac@even.com.br | dpo@even.com.br | lgpd@even.com.br | construacomaeven@even.com.br | even@nectarc.com.br,+5511981348441 | +5511976772967 | +558005913457,"Rua Hungria, 1.400 - 2° andar",São Paulo,SP,Brazil,01455-000,https://www.instagram.com/evenconstrutora/ | http://www.facebook.com/evenconstrutora | https://pt.linkedin.com/company/even | http://www.youtube.com/evenconstrutora,"Even Construtora e Incorporadora is a Brazilian construction and development company with over 40 years of experience, primarily operating in São Paulo, Rio de Janeiro, and Rio Grande do Sul. They focus on high-end properties, sustainability practices, and innovative projects."
convexbrasil.com.br,https://www.convexbrasil.com.br/,site@convexbrasil.com.br | dmkt@convexbrasil.com.br,+551733348444,"Rua Coronel Spínola de Castro, 3696",São José do Rio Preto,SP,Brazil,15015-500,,"Convex Brasil is a jewelry company with 38 years of experience, specializing in gold and steel wedding bands and other jewelry. They offer innovative designs and high-quality products through physical and online stores across Brazil, focusing on jewelry that expresses emotions and commemorates special moments."
aamincorporadora.com.br,https://aamincorporadora.com.br/,relacionamento@aamincorporadora.com.br,+551150548333 | +551141187711 | +551150548300,"Av. Ibirapuera 2332, 12º andar  Conj. 122 - Torre II",São Paulo,SP,Brazil,,https://www.facebook.com/aamincorporadora | https://www.instagram.com/aam_incorporadora/ | https://www.linkedin.com/company/aam-incorporadora/ | https://www.youtube.com/channel/UC8tzZHcJgR-N61zSlyvpiCw,"AAM Incorporadora is a Brazilian real estate development company with over 20 years of experience.  They focus on innovative projects in São Paulo, from land acquisition to construction completion, prioritizing locations near the metro and offering complete leisure facilities. They are committed to excellence, transparency and social responsibility."
gov.br,https://www.gov.br/gestao/pt-br/assuntos/inovacao-governamental/quem-somos,,,,Brasília,DF,Brazil,,http://instagram.com/gestaogovbr | http://linkedin.com/company/gestaogovbr | http://youtube.com.br/@gestaogov_br | https://www.flickr.com/photos/gestaogovbr/ | https://bsky.app/profile/gestaogovbr.bsky.social | https://www.twitter.com/gestaogovbr,"The Ministério da Gestão e da Inovação em Serviços Públicos (MGI), specifically the Diretoria de Inovação Governamental (D!NOV), focuses on innovation, governance, and strategic management within public services in Brazil.  They value freedom, responsibility, and autonomy, fostering a collaborative environment based on trust and open dialogue."
